date,trap_score,risk_category,open,high,low,close,volume,price_return,volume_change,volatility,rolling_max_20,breakout_strength,is_breakout,pv_divergence
2025-02-26,0.011893084174628575,Normal,91396.76686930266,91396.76686930266,88755.7693356979,88755.7693356979,96742453402.56294,-0.028895962341659,1.1243540303454411,0.028895962341659,98384.31738240314,-0.0978666956572022,0,0
2025-02-27,0.04722139019619773,Normal,88755.7693356979,88755.7693356979,83900.11496524839,83900.11496524839,69277430795.68657,-0.054708042156495,-0.2838983470120343,0.054708042156495,98384.31738240314,-0.1472206425019662,0,0
2025-02-28,0.06789676164893634,Normal,83900.11496524839,84709.14477847965,83900.11496524839,84709.14477847965,81960688217.70384,0.0096427735953206,0.183079211748236,0.0096427735953206,98384.31738240314,-0.1389974842308497,0,0
2025-03-01,0.1292917869804163,Normal,84709.14477847965,84709.14477847965,84441.9012237131,84441.9012237131,80695237175.07367,-0.0031548371249103,-0.0154397317805443,0.0031548371249103,98384.31738240314,-0.1417138069322394,0,0
2025-03-02,0.3461972883273854,Normal,84441.9012237131,86005.25629681018,84441.9012237131,86005.25629681018,30634474722.6359,0.0185139729262522,-0.6203682423514987,0.0185139729262522,98384.31738240314,-0.1258235195908068,0,1
2025-03-03,0.002039309818831299,Normal,86005.25629681018,94261.5328653844,86005.25629681018,94261.5328653844,61859112550.80991,0.0959973485815939,1.0192646719384433,0.095997348581594,98384.31738240314,-0.0419048952791345,0,0
2025-03-04,0.012139617280737595,Normal,94261.5328653844,94261.5328653844,86124.71418722175,86124.71418722175,68715362745.4567,-0.0863217309417502,0.1108365431045457,0.0863217309417502,98384.31738240314,-0.124609323125457,0,0
2025-03-05,0.15613190387191925,Normal,86124.71418722175,87310.80531078295,86124.71418722175,87310.80531078295,65863356680.42408,0.0137717858892725,-0.041504635223965,0.0137717858892724,98384.31738240314,-0.1125536301540755,0,1
2025-03-06,0.1508665862758282,Normal,87310.80531078295,90604.08098523636,87310.80531078295,90604.08098523636,51606642859.81411,0.0377189932303452,-0.2164589619958946,0.0377189932303452,98384.31738240314,-0.0790800465375627,0,1
2025-03-07,0.322527669190597,Normal,90604.08098523636,90604.08098523636,90001.40087607042,90001.40087607042,47555759124.64708,-0.0066517987116292,-0.0784953934355113,0.0066517987116292,98384.31738240314,-0.0852058206975177,0,0
2025-03-08,0.03632643377964989,Normal,90001.40087607042,90001.40087607042,86773.33597555371,86773.33597555371,63216440874.73251,-0.0358668295059281,0.3293119916146783,0.0358668295059281,98384.31738240314,-0.1180165875595753,0,0
2025-03-09,0.6148588782756622,Normal,86773.33597555371,86773.33597555371,86142.9833586432,86142.9833586432,18809360803.37126,-0.0072643584555524,-0.702460933530832,0.0072643584555523,98384.31738240314,-0.1244236312193939,0,0
2025-03-10,0.0030163961989246417,Normal,86142.9833586432,86142.9833586432,80751.13893300897,80751.13893300897,32013406240.51754,-0.0625918004625647,0.7019933093515689,0.0625918004625647,98384.31738240314,-0.1792275325838466,0,0
2025-03-11,0.008768993468547518,Normal,80751.13893300897,80751.13893300897,78783.94057934263,78783.94057934263,49983692766.22745,-0.0243612459175136,0.561336284889483,0.0243612459175137,98384.31738240314,-0.199222572504896,0,0
2025-03-12,0.011483975292303068,Normal,78783.94057934263,82799.1080292053,78783.94057934263,82799.1080292053,56404462275.083046,0.0509642881574199,0.1284572858369106,0.0509642881574199,98384.31738240314,-0.1584115209400781,0,0
2025-03-13,0.1865423787080014,Normal,82799.1080292053,83884.24578828987,82799.1080292053,83884.24578828987,41782186208.59073,0.0131056696734199,-0.25923970332666,0.0131056696734199,96564.15414290236,-0.1313107173894764,0,1
2025-03-14,0.06250351954057365,Normal,83884.24578828987,83884.24578828987,81098.90052436228,81098.90052436228,32583592654.882656,-0.033204629042709,-0.2201558699629933,0.033204629042709,96564.15414290236,-0.1601552227719358,0,0
2025-03-15,0.06293323799166077,Normal,81098.90052436228,83971.70916064628,81098.90052436228,83971.70916064628,28571483950.07465,0.0354235213758662,-0.1231327910124359,0.0354235213758662,96327.46309127836,-0.1282682376771821,0,1
2025-03-16,0.8108421859141818,Normal,83971.70916064628,84391.69087647168,83971.70916064628,84391.69087647168,10761796127.312485,0.0050014668038009,-0.6233378656104291,0.0050014668038009,94261.5328653844,-0.1047069964691527,0,1
2025-03-17,0.012531328222383243,Normal,84391.69087647168,84391.69087647168,82610.61750343916,82610.61750343916,21638031633.118767,-0.0211048428409801,1.0106338549011684,0.0211048428409801,94261.5328653844,-0.1236020146053003,0,0
2025-03-18,0.15945565396713887,Normal,82610.61750343916,84075.36559694471,82610.61750343916,84075.36559694471,19659366246.596867,0.017730748634636,-0.0914438716086074,0.0177307486346361,94261.5328653844,-0.1080628222223654,0,1
2025-03-19,0.0723707162885384,Normal,84075.36559694471,84075.36559694471,82780.03048688271,82780.03048688271,24557570268.85276,-0.0154068329155035,0.2491537092709586,0.0154068329155035,94261.5328653844,-0.1218047492915112,0,0
2025-03-20,0.025968258569673743,Normal,82780.03048688271,86815.44109470697,82780.03048688271,86815.44109470697,33871216993.304657,0.0487486001646702,0.3792576636241871,0.0487486001646702,94261.5328653844,-0.0789939601482107,0,0
2025-03-21,0.15213184951095735,Normal,86815.44109470697,86815.44109470697,84270.84358966233,84270.84358966233,27579127651.06656,-0.0293104253455182,-0.1857650802296787,0.0293104253455182,94261.5328653844,-0.105989038922058,0,0
2025-03-22,0.42503190406620406,Normal,84270.84358966233,84270.84358966233,84009.532917822,84009.532917822,18091004975.919056,-0.0031008431945065,-0.3440327335654712,0.0031008431945065,94261.5328653844,-0.1087612267265307,0,0
2025-03-23,1.154731140788201,Normal,84009.532917822,84009.532917822,83793.30854192551,83793.30854192551,7771134681.982918,-0.0025738076190472,-0.5704420681810061,0.0025738076190472,90604.08098523636,-0.0751707027900944,0,0
2025-03-24,0.06138426795018973,Normal,83793.30854192551,85787.70914901773,83793.30854192551,85787.70914901773,12617587530.619724,0.0238014304697651,0.6236480317183442,0.0238014304697651,90604.08098523636,-0.0531584425761511,0,0
2025-03-25,0.033271825315755,Normal,85787.70914901773,87327.72969669085,85787.70914901773,87327.72969669085,27270889835.1835,0.0179515289888207,1.16133946120872,0.0179515289888208,90604.08098523636,-0.0361611889102366,0,0
2025-03-26,0.5958502063968071,Normal,87327.72969669085,87520.58391530563,87327.72969669085,87520.58391530563,30351832942.705593,0.0022083961106582,0.1129755254097804,0.0022083961106581,90001.40087607042,-0.0275642038525689,0,0
2025-03-27,1.3069513530847288,Normal,87520.58391530563,87520.58391530563,86960.8555491039,86960.8555491039,25522877558.70056,-0.0063953911315695,-0.1590993002999368,0.0063953911315694,87520.58391530563,-0.0063953911315694,0,0
2025-03-28,1.275107239952852,Normal,86960.8555491039,87227.27158032371,86960.8555491039,87227.27158032371,24620445368.489468,0.0030636316712566,-0.0353577761024622,0.0030636316712566,87520.58391530563,-0.0033513525831336,0,1
2025-03-29,0.15593661975459894,Normal,87227.27158032371,87227.27158032371,84359.46915506005,84359.46915506005,31674486232.097313,-0.0328773601799847,0.2865115052969746,0.0328773601799847,87520.58391530563,-0.0361185291371525,0,0
2025-03-30,0.7820578266224053,Normal,84359.46915506005,84359.46915506005,82679.17255385047,82679.17255385047,16837439419.924389,-0.0199182927303757,-0.4684226510716949,0.0199182927303757,87520.58391530563,-0.0553174024311838,0,0
2025-03-31,0.6762673695813997,Normal,82679.17255385047,82679.17255385047,82356.38111183756,82356.38111183756,13428975108.070734,-0.0039041445631627,-0.2024336496094702,0.0039041445631627,87520.58391530563,-0.0590055798583966,0,0
2025-04-01,0.036262438574797884,Normal,82356.38111183756,82514.09365397849,82356.38111183756,82514.09365397849,30326148749.91535,0.0019150008780346,1.258262339892902,0.0019150008780346,87520.58391530563,-0.0572035747175997,0,0
2025-04-02,0.2874117090348477,Normal,82514.09365397849,85237.5876052852,82514.09365397849,85237.5876052852,29172899851.734768,0.0330064093381141,-0.0380282015923238,0.0330064093381142,87520.58391530563,-0.0260852499822179,0,1
2025-04-03,0.062366578368547074,Normal,85237.5876052852,85237.5876052852,82526.4221526433,82526.4221526433,46332905657.77597,-0.0318071584240119,0.5882173487467268,0.0318071584240119,87520.58391530563,-0.0570627107275155,0,0
2025-04-04,0.7409104347332286,Normal,82526.4221526433,83163.98757387721,82526.4221526433,83163.98757387721,36594464539.14662,0.007725591448211,-0.2101841225016062,0.007725591448211,87520.58391530563,-0.0497779624693127,0,1
2025-04-05,0.5632119286929699,Normal,83163.98757387721,83852.00765399594,83163.98757387721,83852.00765399594,35647289400.47406,0.0082730530388233,-0.0258830167513266,0.0082730530388233,87520.58391530563,-0.0419167251541625,0,1
2025-04-06,1.8624581723132738,Normal,83852.00765399594,83852.00765399594,83595.88550177493,83595.88550177493,14910400035.531416,-0.0030544546205484,-0.5817241566946987,0.0030544546205484,87520.58391530563,-0.0448431470398856,0,0
2025-04-07,0.0020409133711935088,Normal,83595.88550177493,83595.88550177493,78211.48358199988,78211.48358199988,36140377231.68329,-0.0644098915569322,1.423836861892433,0.0644098915569322,87520.58391530563,-0.1063646963589072,0,0
2025-04-08,0.012409258438691355,Normal,78211.48358199988,79179.29226757778,78211.48358199988,79179.29226757778,82909748172.59216,0.0123742530029264,1.2941030095255188,0.0123742530029264,87520.58391530563,-0.0953066270193053,0,0
2025-04-09,0.145203731940834,Normal,79179.29226757778,79179.29226757778,76329.090356324,76329.090356324,47812787635.22632,-0.035996809640857,-0.4233152471323993,0.035996809640857,87520.58391530563,-0.1278727021498363,0,0
2025-04-10,0.004072014412979627,Normal,76329.090356324,82622.17029546302,76329.090356324,82622.17029546302,87408220482.11568,0.0824466780589325,0.8281347899848706,0.0824466780589325,87520.58391530563,-0.055968703597577,0,0
2025-04-11,0.31738705520627164,Normal,82622.17029546302,82622.17029546302,79596.35732250768,79596.35732250768,41213520154.25157,-0.0366222886924272,-0.528493774076042,0.0366222886924272,87520.58391530563,-0.0905412902691129,0,0
2025-04-12,0.11512645220012724,Normal,79596.35732250768,83439.28818043756,79596.35732250768,83439.28818043756,39813566443.76779,0.0482802352670379,-0.0339683119821873,0.0482802352670378,87520.58391530563,-0.046632409797649,0,1
2025-04-13,0.9850253425417386,Normal,83439.28818043756,85305.09728392666,83439.28818043756,85305.09728392666,22428929482.06912,0.0223612778126087,-0.4366510844049233,0.0223612778126088,87520.58391530563,-0.0253138922555968,0,1
2025-04-14,0.19891184550863555,Normal,85305.09728392666,85305.09728392666,83600.82010054543,83600.82010054543,28731125717.934357,-0.019978608988731,0.2809851553951137,0.0199786089887309,87520.58391530563,-0.0447867648889704,0,0
2025-04-15,0.3707533008688288,Normal,83600.82010054543,84523.4524914945,83600.82010054543,84523.4524914945,33155578229.343513,0.0110361643562759,0.1539950976806785,0.0110361643562759,87227.27158032371,-0.0309974052821241,0,0
2025-04-16,0.813495118108524,Normal,84523.4524914945,84523.4524914945,83656.49248858042,83656.49248858042,25084671427.622566,-0.010257034909942,-0.2434253067732051,0.010257034909942,87227.27158032371,-0.0409364987239697,0,0
2025-04-17,0.7054754900892823,Normal,83656.49248858042,84105.77942167096,83656.49248858042,84105.77942167096,26948109141.803364,0.0053706164306597,0.0742859127956856,0.0053706164306597,85305.09728392666,-0.0140591582501094,0,0
2025-04-18,1.6045418992559113,Normal,84105.77942167096,84930.90857600998,84105.77942167096,84930.90857600998,19323821375.14309,0.0098106118273058,-0.2829247768940147,0.0098106118273058,85305.09728392666,-0.004386475367014,0,1
2025-04-19,2.515729441765407,Normal,84930.90857600998,84930.90857600998,84433.75017215389,84433.75017215389,9550691272.782003,-0.0058536805056212,-0.5057555600742929,0.0058536805056213,85305.09728392666,-0.010214478847291,0,0
2025-04-20,0.45927319847429215,Normal,84433.75017215389,85126.66244301842,84433.75017215389,85126.66244301842,12635983530.804457,0.0082065793530636,0.3230438687527321,0.0082065793530636,85305.09728392666,-0.0020917254254379,0,0
2025-04-21,1.1810938576899273,Normal,85126.66244301842,85126.66244301842,85073.16544858096,85073.16544858096,12625843856.313684,-0.0006284399376431,-0.0008024444212081,0.0006284399376431,85305.09728392666,-0.0027188508392851,0,0
2025-04-22,6.371394775411064,Normal,85073.16544858096,87452.04699068287,85073.16544858096,87452.04699068287,40070025414.28289,0.0279627721568644,2.1736512719698697,0.0279627721568645,87452.04699068287,0.0,1,0
2025-04-23,36.71129795456288,Risky,87452.04699068287,93576.1658857398,87452.04699068287,93576.1658857398,53841992235.36636,0.0700283081505159,0.3436974815637246,0.0700283081505158,93576.1658857398,0.0,1,0
2025-04-24,97.01981769742343,High Trap Risk,93576.1658857398,93605.45230873208,93576.1658857398,93605.45230873208,39901515879.65954,0.000312968828281,-0.2589145716370792,0.0003129688282809,93605.45230873208,0.0,1,1
2025-04-25,96.64845310891042,High Trap Risk,93605.45230873208,93872.81422867288,93605.45230873208,93872.81422867288,30031246761.093452,0.0028562643878795,-0.2473657679656631,0.0028562643878796,93872.81422867288,0.0,1,1
2025-04-26,86.33458492334178,High Trap Risk,93872.81422867288,94773.11200643536,93872.81422867288,94773.11200643536,39336184715.04292,0.0095906124170237,0.3098418799583222,0.0095906124170237,94773.11200643536,0.0,1,0
2025-04-27,3.987322095975526,Normal,94773.11200643536,94773.11200643536,94644.06637120109,94644.06637120109,15445392739.787264,-0.0013616270744123,-0.6073489879184789,0.0013616270744123,94773.11200643536,-0.0013616270744123,0,0
2025-04-28,0.7819417212625586,Normal,94644.06637120109,94644.06637120109,93809.33781968225,93809.33781968225,15926259371.05796,-0.0088196606879186,0.0311333379067781,0.0088196606879186,94773.11200643536,-0.0101692786735511,0,0
2025-04-29,57.13046134878192,Risky,93809.33781968225,95030.60645474444,93809.33781968225,95030.60645474444,31913814736.53902,0.0130186254742536,1.0038487376724814,0.0130186254742537,95030.60645474444,0.0,1,0
2025-04-30,1.2862361302428242,Normal,95030.60645474444,95030.60645474444,94256.35946318062,94256.35946318062,25882629766.278942,-0.0081473434764676,-0.1889835176411801,0.0081473434764675,95030.60645474444,-0.0081473434764675,0,0
2025-05-01,1.0378092017591962,Normal,94256.35946318062,94256.35946318062,94235.75331048168,94235.75331048168,26541700309.366142,-0.0002186181687505,0.0254638168160898,0.0002186181687505,95030.60645474444,-0.0083641804879071,0,0
2025-05-02,84.18161168690507,High Trap Risk,94235.75331048168,96426.94522273028,94235.75331048168,96426.94522273028,30207566405.46883,0.0232522353275959,0.138117228865291,0.0232522353275959,96426.94522273028,0.0,1,0
2025-05-03,96.3170667112525,High Trap Risk,96426.94522273028,96855.5681343944,96426.94522273028,96855.5681343944,23276376191.483967,0.0044450533061486,-0.2294521220593933,0.0044450533061487,96855.5681343944,0.0,1,1
2025-05-04,1.8741623002084742,Normal,96855.5681343944,96855.5681343944,95922.86842404422,95922.86842404422,13797554863.642817,-0.0096297995904167,-0.4072292546684791,0.0096297995904168,96855.5681343944,-0.0096297995904168,0,0
2025-05-05,0.44190632421666254,Normal,95922.86842404422,95922.86842404422,94326.62048529249,94326.62048529249,14903122945.616686,-0.0166409529341349,0.080127826480842,0.0166409529341349,96855.5681343944,-0.0261105034828024,0,0
2025-05-06,0.21326749048090993,Normal,94326.62048529249,94758.8237105546,94326.62048529249,94758.8237105546,24086456278.20385,0.0045819856901319,0.6162019441226023,0.0045819856901319,96855.5681343944,-0.0216481557459908,0,0
2025-05-07,0.6448511423490837,Normal,94758.8237105546,96854.53198815876,94758.8237105546,96854.53198815876,23348052607.071873,0.0221162335658113,-0.0306563847584406,0.0221162335658113,96855.5681343944,-1.069784892697119e-05,0,1
2025-05-08,30.404557029611095,Risky,96854.53198815876,97026.493769668,96854.53198815876,97026.493769668,64376174032.08048,0.0017754644824494,1.7572395486457673,0.0017754644824494,97026.493769668,0.0,1,0
2025-05-09,73.67807873439668,High Trap Risk,97026.493769668,103076.27555512934,97026.493769668,103076.27555512934,50020047720.65604,0.0623518541216481,-0.2230037203557697,0.0623518541216481,103076.27555512934,0.0,1,1
2025-05-10,1.7320980914399593,Normal,103076.27555512934,103076.27555512934,102962.540456923,102962.540456923,40800894903.23446,-0.0011034071380033,-0.1843091567786425,0.0011034071380034,103076.27555512934,-0.0011034071380034,0,0
2025-05-11,96.47692287046509,High Trap Risk,102962.540456923,104630.8792994166,102962.540456923,104630.8792994166,21558992540.04244,0.0162033574063917,-0.4716049098635489,0.0162033574063917,104630.8792994166,0.0,1,1
