date,open,high,low,close,volume
2025-05-04,96855.5681343944,96855.5681343944,95922.86842404422,95922.86842404422,13797554863.642815
2025-05-05,95922.86842404422,95922.86842404422,94326.62048529249,94326.62048529249,14903122945.616686
2025-05-06,94326.62048529249,94758.8237105546,94326.62048529249,94758.8237105546,24086456278.203846
2025-05-07,94758.8237105546,96854.53198815876,94758.8237105546,96854.53198815876,23348052607.071873
2025-05-08,96854.53198815876,97026.49376966801,96854.53198815876,97026.49376966801,64376174032.08048
2025-05-09,97026.49376966801,103076.27555512934,97026.49376966801,103076.27555512934,50020047720.65604
2025-05-10,103076.27555512934,103076.27555512934,102962.54045692299,102962.54045692299,40800894903.23446
2025-05-11,102962.54045692299,104630.8792994166,102962.54045692299,104630.8792994166,21558992540.042442
2025-05-12,104630.8792994166,104630.8792994166,103994.061616746,103994.061616746,27389436049.454792
2025-05-13,103994.061616746,103994.061616746,102876.8304286011,102876.8304286011,43090605819.36596
2025-05-14,102876.8304286011,104184.49039270742,102876.8304286011,104184.49039270742,33861432519.50822
2025-05-15,104184.49039270742,104184.49039270742,103594.42575090709,103594.42575090709,28398245846.798244
2025-05-16,103594.42575090709,103708.85136423641,103594.42575090709,103708.85136423641,31823340473.339912
2025-05-17,103708.85136423641,103708.85136423641,103556.03493982446,103556.03493982446,25887953182.14765
2025-05-18,103556.03493982446,103556.03493982446,103212.36483885496,103212.36483885496,18950056010.479057
2025-05-19,103212.36483885496,106030.6376831359,103212.36483885496,106030.6376831359,30744060179.802963
2025-05-20,106030.6376831359,106030.6376831359,105629.41580436694,105629.41580436694,43339734153.75087
2025-05-21,105629.41580436694,106786.71995834043,105629.41580436694,106786.71995834043,36393687094.25122
2025-05-22,106786.71995834043,109665.86371625263,106786.71995834043,109665.86371625263,60722883113.84
2025-05-23,109665.86371625263,111560.356938144,109665.86371625263,111560.356938144,52218408239.45193
2025-05-24,111560.356938144,111560.356938144,107216.66856870624,107216.66856870624,49251745837.96465
2025-05-25,107216.66856870624,107831.36374380375,107216.66856870624,107831.36374380375,27128230116.517162
2025-05-26,107831.36374380375,108861.81037744327,107831.36374380375,108861.81037744327,29652659665.048733
2025-05-27,108861.81037744327,109377.71513263129,108861.81037744327,109377.71513263129,27950577137.918888
2025-05-28,109377.71513263129,109377.71513263129,109068.45694901445,109068.45694901445,38978783508.88622
2025-05-29,109068.45694901445,109068.45694901445,107838.18431100152,107838.18431100152,29794278037.284946
2025-05-30,107838.18431100152,107838.18431100152,105745.41660358038,105745.41660358038,38279231892.56757
2025-05-31,105745.41660358038,105745.41660358038,104010.91956242644,104010.91956242644,39680060337.610214
2025-06-01,104010.91956242644,104687.50742934884,104010.91956242644,104687.50742934884,20432694555.09522
2025-06-02,104687.50742934884,105710.00593822816,104687.50742934884,105710.00593822816,17721500507.53389
2025-06-03,105710.00593822816,105884.74263221149,105710.00593822816,105884.74263221149,26313843058.73954
2025-06-04,105884.74263221149,105884.74263221149,105434.47745144971,105434.47745144971,25925661121.080395
2025-06-05,105434.47745144971,105434.47745144971,104812.9182188067,104812.9182188067,25812143562.797962
2025-06-06,104812.9182188067,104812.9182188067,101650.7387545425,101650.7387545425,39711941132.0234
2025-06-07,101650.7387545425,104409.74967959142,101650.7387545425,104409.74967959142,29897390978.090103
2025-06-08,104409.74967959142,105681.4546141758,104409.74967959142,105681.4546141758,17749731308.73042
2025-06-09,105681.4546141758,105692.24740699006,105681.4546141758,105692.24740699006,16044679696.270103
2025-06-10,105692.24740699006,110261.57485948496,105692.24740699006,110261.57485948496,38222993297.50514
2025-06-11,110261.57485948496,110261.57485948496,110212.73252109604,110212.73252109604,36303839182.734825
2025-06-12,110212.73252109604,110212.73252109604,108679.9760916168,108679.9760916168,30338936631.626648
2025-06-13,108679.9760916168,108679.9760916168,105979.22902375912,105979.22902375912,35865159511.38857
2025-06-14,105979.22902375912,106045.56440819203,105979.22902375912,106045.56440819203,49471015505.74361
2025-06-15,106045.56440819203,106045.56440819203,105482.90611628917,105482.90611628917,17916412455.866283
2025-06-16,105482.90611628917,105554.49383061715,105482.90611628917,105554.49383061715,16568441852.649668
2025-06-17,105554.49383061715,106951.2720181497,105554.49383061715,106951.2720181497,32095957011.724205
2025-06-18,106951.2720181497,106951.2720181497,104683.42479835715,104683.42479835715,38603212010.889435
2025-06-19,104683.42479835715,104722.695052907,104683.42479835715,104722.695052907,30339326410.154945
2025-06-20,104722.695052907,104722.695052907,104690.65002458123,104690.65002458123,18063282658.152298
2025-06-21,104690.65002458123,104690.65002458123,103290.105144757,103290.105144757,30632751225.407444
2025-06-22,103290.105144757,103290.105144757,101532.5683847329,101532.5683847329,21644463198.719532
2025-06-23,101532.5683847329,101532.5683847329,100852.58264648831,100852.58264648831,51287142390.02526
2025-06-24,100852.58264648831,105511.62437933135,100852.58264648831,105511.62437933135,50011797128.6837
2025-06-25,105511.62437933135,105976.06929808448,105511.62437933135,105976.06929808448,31704641076.941063
2025-06-26,105976.06929808448,107238.53045016268,105976.06929808448,107238.53045016268,30468274982.034847
2025-06-27,107238.53045016268,107238.53045016268,106984.01253775663,106984.01253775663,24320699663.15122
2025-06-28,106984.01253775663,107078.91560644074,106984.01253775663,107078.91560644074,25194306261.888832
2025-06-29,107078.91560644074,107331.58548463577,107078.91560644074,107331.58548463577,8960877693.57604
2025-06-30,107331.58548463577,108396.61631317894,107331.58548463577,108396.61631317894,14881078675.366829
2025-07-01,108396.61631317894,108396.61631317894,107132.79910701896,107132.79910701896,22489515582.41552
2025-07-02,107132.79910701896,107132.79910701896,105613.39974163055,105613.39974163055,25033160828.30909
2025-07-03,105613.39974163055,108824.44423167943,105613.39974163055,108824.44423167943,36395184773.06136
2025-07-04,108824.44423167943,109602.20483914016,108824.44423167943,109602.20483914016,29892049537.628605
2025-07-05,109602.20483914016,109602.20483914016,108040.8919400104,108040.8919400104,24248906784.57383
2025-07-06,108040.8919400104,108217.46849992426,108040.8919400104,108217.46849992426,10042942280.966904
2025-07-07,108217.46849992426,109215.19771840284,108217.46849992426,109215.19771840284,14638669497.351297
2025-07-08,109215.19771840284,109215.19771840284,108300.71675785031,108300.71675785031,25493246475.80407
2025-07-09,108300.71675785031,108953.19187727802,108300.71675785031,108953.19187727802,20488865138.27645
2025-07-10,108953.19187727802,111327.53054245669,108953.19187727802,111327.53054245669,37078460440.66385
2025-07-11,111327.53054245669,115879.65030112496,111327.53054245669,115879.65030112496,56204086624.04028
2025-07-12,115879.65030112496,117571.02510036016,115879.65030112496,117571.02510036016,64185145923.88688
2025-07-13,117571.02510036016,117571.02510036016,117418.95745007684,117418.95745007684,24351256098.393543
2025-07-14,117418.95745007684,119117.55666327637,117418.95745007684,119117.55666327637,27310851454.97692
2025-07-15,119117.55666327637,119833.67446712355,119117.55666327637,119833.67446712355,68915956378.80447
2025-07-16,119833.67446712355,119833.67446712355,117678.19493404306,117678.19493404306,80299520980.2335
2025-07-17,117678.19493404306,118748.1627367753,117678.19493404306,118748.1627367753,50374263848.76278
2025-07-18,118748.1627367753,119445.36520434043,118748.1627367753,119445.36520434043,49282617205.72662
2025-07-19,119445.36520434043,119445.36520434043,117988.94664455787,117988.94664455787,58896449260.69391
2025-07-20,117988.94664455787,117988.94664455787,117901.62655900871,117901.62655900871,23934511126.349533
2025-07-21,117901.62655900871,117901.62655900871,117256.9208222684,117256.9208222684,36702153882.06748
2025-07-22,117256.9208222684,117482.46977767294,117256.9208222684,117482.46977767294,46344384345.39471
2025-07-23,117482.46977767294,119955.79570607653,117482.46977767294,119955.79570607653,58939000420.94166
2025-07-24,119955.79570607653,119955.79570607653,118629.05588130427,118629.05588130427,45225685167.61703
2025-07-25,118629.05588130427,118629.05588130427,118354.43517438594,118354.43517438594,51940414419.3327
2025-07-26,118354.43517438594,118354.43517438594,117540.80837085741,117540.80837085741,91617702596.10347
2025-07-27,117540.80837085741,117959.54234360624,117540.80837085741,117959.54234360624,25145925063.881348
2025-07-28,117959.54234360624,119418.91405141471,117959.54234360624,119418.91405141471,30220402191.467663
2025-07-29,119418.91405141471,119418.91405141471,118003.30201607826,118003.30201607826,43433742203.62158
2025-07-30,118003.30201607826,118003.30201607826,117853.30892863822,117853.30892863822,42860287143.68828
2025-07-31,117853.30892863822,117853.30892863822,117833.24087995925,117833.24087995925,43054424656.58649
2025-08-01,117833.24087995925,117833.24087995925,115700.00243915782,115700.00243915782,45238249453.35885
2025-08-02,115700.00243915782,115700.00243915782,113234.6051343189,113234.6051343189,65794680822.25255
2025-08-03,113234.6051343189,113234.6051343189,112554.90232221723,112554.90232221723,33543439044.09785
2025-08-04,112554.90232221723,114199.10966460757,112554.90232221723,114199.10966460757,24689273719.085533
2025-08-05,114199.10966460757,115138.68613070177,114199.10966460757,115138.68613070177,32488023582.82734
2025-08-06,115138.68613070177,115138.68613070177,114128.35408881678,114128.35408881678,37316213251.97167
2025-08-07,114128.35408881678,115022.09576830892,114128.35408881678,115022.09576830892,32052509631.058872
2025-08-08,115022.09576830892,117463.47451085235,115022.09576830892,117463.47451085235,38289687095.00489
2025-08-09,117463.47451085235,117463.47451085235,116688.36663186055,116688.36663186055,33017415812.97353
2025-08-10,116688.36663186055,116688.36663186055,116510.08393213755,116510.08393213755,27638785406.21056
2025-08-11,116510.08393213755,119266.92516880555,116510.08393213755,119266.92516880555,37157754754.85189
2025-08-12,119266.92516880555,119266.92516880555,118773.79960860992,118773.79960860992,61739781527.95854
2025-08-13,118773.79960860992,120202.53485503166,118773.79960860992,120202.53485503166,46941089789.57991
2025-08-14,120202.53485503166,123560.99363577305,120202.53485503166,123560.99363577305,61818118105.53991
2025-08-15,123560.99363577305,123560.99363577305,118405.59579823953,118405.59579823953,73822008367.99681
2025-08-16,118405.59579823953,118405.59579823953,117339.79190213277,117339.79190213277,44268714220.021
2025-08-17,117339.79190213277,117501.21653394958,117339.79190213277,117501.21653394958,23202714236.542347
2025-08-18,117501.21653394958,117542.83687778088,117501.21653394958,117542.83687778088,20906566026.645443
2025-08-19,117542.83687778088,117542.83687778088,116256.41276740946,116256.41276740946,47337926940.98573
2025-08-20,116256.41276740946,116256.41276740946,112778.34483555844,112778.34483555844,46156885037.403885
2025-08-21,112778.34483555844,114252.39755195397,112778.34483555844,114252.39755195397,42166369117.006935
2025-08-22,114252.39755195397,114252.39755195397,112414.39987336512,112414.39987336512,32048202090.65466
2025-08-23,112414.39987336512,116834.24948202295,112414.39987336512,116834.24948202295,50878158870.82928
2025-08-24,116834.24948202295,116834.24948202295,115359.98346714744,115359.98346714744,27306719885.257973
2025-08-25,115359.98346714744,115359.98346714744,113399.54847314971,113399.54847314971,40682656776.69001
2025-08-26,113399.54847314971,113399.54847314971,110185.35443900425,110185.35443900425,52854872363.936554
2025-08-27,110185.35443900425,111842.70999260596,110185.35443900425,111842.70999260596,43023800053.0546
2025-08-28,111842.70999260596,111842.70999260596,111216.08479629169,111216.08479629169,36957904262.995804
2025-08-29,111216.08479629169,112525.59740669793,111216.08479629169,112525.59740669793,34222495087.206894
2025-08-30,112525.59740669793,112525.59740669793,108480.30666639366,108480.30666639366,51702115726.38959
2025-08-31,108480.30666639366,108781.95727925687,108480.30666639366,108781.95727925687,27799981330.792213
2025-09-01,108781.95727925687,108781.95727925687,108253.36092385623,108253.36092385623,26140904019.246822
2025-09-02,108253.36092385623,109162.68557992298,108253.36092385623,109162.68557992298,42999610648.39302
2025-09-03,109162.68557992298,111190.18209845416,109162.68557992298,111190.18209845416,50235464642.845955
2025-09-04,111190.18209845416,111711.51977725117,111190.18209845416,111711.51977725117,36406080683.42747
2025-09-05,111711.51977725117,111711.51977725117,110724.736377486,110724.736377486,38708366685.43147
2025-09-06,110724.736377486,110724.736377486,110662.18112628513,110662.18112628513,56020470627.40665
2025-09-07,110662.18112628513,110662.18112628513,110209.1888247784,110209.1888247784,19340758702.076332
2025-09-08,110209.1888247784,111131.9923868407,110209.1888247784,111131.9923868407,22147049159.335133
2025-09-09,111131.9923868407,112025.12878118771,111131.9923868407,112025.12878118771,37159847899.8603
2025-09-10,112025.12878118771,112025.12878118771,111547.43956434788,111547.43956434788,45338021458.38368
2025-09-11,111547.43956434788,113975.32489468766,111547.43956434788,113975.32489468766,52205187155.05567
2025-09-12,113975.32489468766,115503.16663193036,113975.32489468766,115503.16663193036,43752917632.95067
2025-09-13,115503.16663193036,116160.14344594491,115503.16663193036,116160.14344594491,51192951485.864395
2025-09-14,116160.14344594491,116160.14344594491,115970.58488443034,115970.58488443034,30063858747.76022
2025-09-15,115970.58488443034,115970.58488443034,115373.55555886829,115373.55555886829,26889399414.610912
2025-09-16,115373.55555886829,115397.25272727509,115373.55555886829,115397.25272727509,46947581231.08198
2025-09-17,115397.25272727509,116762.8496864193,115397.25272727509,116762.8496864193,39964451595.099724
2025-09-18,116762.8496864193,116762.8496864193,116455.94648225319,116455.94648225319,54740952295.37868
2025-09-19,116455.94648225319,117145.49508952006,116455.94648225319,117145.49508952006,43642467075.25838
2025-09-20,117145.49508952006,117145.49508952006,115655.81046441344,115655.81046441344,34296721252.33001
2025-09-21,115655.81046441344,115715.51536781774,115655.81046441344,115715.51536781774,18774953731.290394
2025-09-22,115715.51536781774,115715.51536781774,115304.47999407038,115304.47999407038,18659113982.495464
2025-09-23,115304.47999407038,115304.47999407038,112696.74101711863,112696.74101711863,69152342029.46799
2025-09-24,112696.74101711863,112696.74101711863,112022.16587861195,112022.16587861195,46154878824.043465
2025-09-25,112022.16587861195,113320.56908541008,112022.16587861195,113320.56908541008,46677543220.334526
2025-09-26,113320.56908541008,113320.56908541008,108963.53013595635,108963.53013595635,74481796351.47305
2025-09-27,108963.53013595635,109710.20874667744,108963.53013595635,109710.20874667744,55257214020.568245
2025-09-28,109710.20874667744,109710.20874667744,109654.81021075726,109654.81021075726,23294896964.31016
2025-09-29,109654.81021075726,112142.57362752674,109654.81021075726,112142.57362752674,31274654338.51212
2025-09-30,112142.57362752674,114309.15041119447,112142.57362752674,114309.15041119447,57833295882.65785
2025-10-01,114309.15041119447,114309.15041119447,114024.22783550054,114024.22783550054,57718901820.70616
2025-10-02,114024.22783550054,118503.24451752483,114024.22783550054,118503.24451752483,69920179085.4708
2025-10-03,118503.24451752483,120611.71911591051,118503.24451752483,120611.71911591051,71252850672.75252
2025-10-04,120611.71911591051,122250.15186842803,120611.71911591051,122250.15186842803,83155430408.51796
2025-10-05,122250.15186842803,122380.93708463266,122250.15186842803,122380.93708463266,35161626561.80918
2025-10-06,122380.93708463266,123506.18520027678,122380.93708463266,123506.18520027678,72011486031.26575
2025-10-07,123506.18520027678,124773.50823074432,123506.18520027678,124773.50823074432,69605991064.72382
2025-10-08,124773.50823074432,124773.50823074432,121518.75593575071,121518.75593575071,76087884719.80028
2025-10-09,121518.75593575071,123352.50487523204,121518.75593575071,123352.50487523204,62576032795.36722
2025-10-10,123352.50487523204,123352.50487523204,121698.03066778315,121698.03066778315,72097306668.91356
2025-10-11,121698.03066778315,121698.03066778315,113201.74064138904,113201.74064138904,151002213089.8765
2025-10-12,113201.74064138904,113201.74064138904,110853.11663883903,110853.11663883903,108643865752.17674
2025-10-13,110853.11663883903,115189.5714637257,110853.11663883903,115189.5714637257,93857100744.12454
2025-10-14,115189.5714637257,115222.28302116522,115189.5714637257,115222.28302116522,68935270367.04033
2025-10-15,115222.28302116522,115222.28302116522,113156.56943826913,113156.56943826913,91211854988.91518
2025-10-16,113156.56943826913,113156.56943826913,110708.66960879423,110708.66960879423,68877328886.40259
2025-10-17,110708.66960879423,110708.66960879423,108076.72862033188,108076.72862033188,84773160808.27399
2025-10-18,108076.72862033188,108076.72862033188,106443.61194984635,106443.61194984635,94325236794.78163
2025-10-19,106443.61194984635,107156.00337647724,106443.61194984635,107156.00337647724,34412835719.61292
2025-10-20,107156.00337647724,108621.134857428,107156.00337647724,108621.134857428,45373692612.394394
2025-10-21,108621.134857428,110608.5714932665,108621.134857428,110608.5714932665,60452111148.140076
2025-10-22,110608.5714932665,110608.5714932665,108486.10262716639,108486.10262716639,105841401713.00197
2025-10-23,108486.10262716639,108486.10262716639,107618.4266715404,107618.4266715404,83996418125.93103
2025-10-24,107618.4266715404,110048.51827291629,107618.4266715404,110048.51827291629,56192643013.57058
2025-10-25,110048.51827291629,110997.80437129698,110048.51827291629,110997.80437129698,49120903424.344864
2025-10-26,110997.80437129698,111620.3093731354,110997.80437129698,111620.3093731354,23214874411.212166
2025-10-27,111620.3093731354,114476.01227508577,111620.3093731354,114476.01227508577,42483268634.18711
2025-10-28,114476.01227508577,114476.01227508577,114182.79442806762,114182.79442806762,63764801510.65889
2025-10-29,114182.79442806762,114182.79442806762,112950.34863259472,112950.34863259472,66299512352.17796
